GAM1	0.00264038
GRF4	0.0100706
GATA20	0.0148636
GATA6	0.0184259
GBF2	0.00212607
GLYMA_13G317000	0.00255718
GBF3	0.00220033
GTL1	0.00463509
GATA4	0.0555394
GLYMA_06G314400	0.00260233
HAT1	0.00988753
GRF6	0.0162524
GLYMA_08G357600	0.0508225
GT_4	0.0430637
GRF9	0.0185652
HAT5	0.0433111
GLYMA_07G038400	0.00545438
GT_1	0.0139866
HAT2	0.0142418
GT_3A	0.00728355
HHO2	0.00817498
HDG7	0.0341945
HAT22	0.0354799
HHO6	0.0077236
GT_2	0.0122679
HBI1	0.00421767
HHO3	0.00815281
HDG11	0.0391224
HSFA6A	0.0148968
HSFA4A	0.020845
HHO5	0.0101227
HSFB2B	0.015712
HDG1	0.0354601
HRS1	0.0145815
HSFA6B	0.01662
HYH	0.0155786
HY5	0.0305931
HSFA1E	0.00402278
HSFB2A	0.0173486
HSFA1B	0.00748071
IDD6	6.66137e-05
HSFB3	0.0131569
KAN2	0.0251272
KAN1	0.0375714
IDD4	0.000151073
HSFC1	0.0196729
HSFB4	0.00385656
LBD13	0.000975987
IDD5	0.000235279
IDD7	0.000315862
LFY	0.121398
LHY	0.0154726
KAN4	0.203233
JUB1	0.00301087
KUA1	0.00805564
JKD	0.000147633
MGP	0.000505184
LBD18	0.00274263
MYB10	0.00229522
MYB101	0.001728
LOB	0.00249248
LEP	0.000448157
LRL2	0.00286118
LEC2	0.0181711
MYB108	0.00761968
MNB1A	0.137087
MYB118	0.0445805
MYB119	0.0229876
MYB105	0.020874
MYB1	0.0125956
MYB.PH3	0.0404504
MYB107	0.000307328
MYB111	0.0109444
MYB13	0.000672524
MYB24	0.00303027
MYB27	0.0141837
MYB121	0.00528473
MYB116	0.00719475
MYB113	0.0233294
MYB124	0.0204117
MYB15	0.00667812
MYB33	0.0175897
MYB3R5	0.0228285
MYB4	0.00432508
MYB3	0.00946111
MYB23	0.0016231
MYB30	0.00154803
MYB17	0.00344548
MYB39	0.00456313
MYB43	0.00363298
MYB51	0.00242871
MYB52	0.0181402
MYB3R4	0.0181782
MYB40	0.00354469
MYB3R1	0.0188869
MYB41	0.0059211
MYB44	0.0174397
MYB57	0.0127114
MYB61	0.00410139
MYB62	0.00593043
MYB55	0.00480336
MYB49	0.0103107
MYB46	0.00686234
MYB56	0.0391938
MYB58	0.000344115
MYB77	0.0145244
MYB67	0.00337329
MYB80	0.00493782
MYB63	0.00173104
MYB60	0.00170119
MYB59	0.0132389
MYB65	0.00885871
MYB70	0.0149685
MYB96	0.00178332
MYB98	0.0294267
MYB88	0.00416717
MYB81	0.0155478
MYB73	0.016982
MYB74	0.00502397
MYB83	0.000438821
MYB92	0.00410525
NAC004	0.00212322
MYC3	0.0331298
NAC005	0.0186608
MYB99	0.00929558
MYB93	0.000542757
MYC2	0.0434707
MYB94	0.00241567
MYC4	0.0130386
NAC018	0.0192309
NAC011	0.0102911
NAC019	0.012498
NAC007	0.00300638
MYR2	0.015744
NAC010	0.0307092
NAC002	0.0127142
NAC013	0.00884001
NAC037	0.00542646
NAC038	0.0263545
NAC028	0.0065376
NAC020	0.013192
NAC016	0.00494837
NAC025	0.0408076
NAC017	0.00508187
NAC029	0.0122132
NAC054	0.0201023
NAC055	0.0227855
NAC043	0.0846715
NAC046	0.00670124
NAC031	0.0177883
NAC035	0.00741908
NAC045	0.00124185
NAC047	0.0159011
NAC076	0.00302027
NAC078	0.00165411
NAC057	0.0126181
NAC062	0.019492
NAC050	0.0030734
NAC053	0.00185242
NAC058	0.0185619
NAC071	0.0080235
NAC103	0.0138577
NAC079	0.0319179
NAC087	0.0274593
NAC105	0.00213467
NAC073	0.00444525
NAC083	0.0293079
NAC075	0.0213267
NAC096	0.0171843
NTL9	0.0755497
NAC92	0.0034581
NAC68	0.00817942
NUC	0.000588948
NAC098	0.0221818
NAC69	0.00298608
NAC101	0.00293318
NID1	0.0185553
OSRR22	0.0129346
O11	0.0368153
OJ1058_F05.8	0.0252107
P0510F09.23	0.0080681
NLP7	0.0030938
O2	0.00345659
NTL8	0.000364761
OJ1581_H09.2	0.0282116
PHL4	0.0909212
PHL1	0.0369217
PBF	0.0981179
PHL7	0.0347666
OS05G0497200	0.00637179
PEND	0.00411518
PHL11	0.170892
OSI_08196	0.0022403
PHYPADRAFT_38837	0.00249898
PHYPADRAFT_153324	0.00238537
PHYPADRAFT_140773	0.00204106
PHYPADRAFT_48267	0.00836979
PHL12	0.0141028
PHYPADRAFT_173530	0.00410117
PHYPADRAFT_143875	0.028455
PHL2	0.0116142
PIF5	0.00368786
PLT1	0.00763931
PHYPADRAFT_64121	0.00822207
PI	1.35772e-05
PHYPADRAFT_72483	0.0239001
PIF1	0.00334392
PHYPADRAFT_182268	0.00311371
RAP2_3	0.00745049
PHYPADRAFT_28324	0.00337351
RAP2_4	0.00195513
POPTR_0002S00440G	0.0344556
RAP2_1	0.00159142
PIF3	0.00299608
RAMOSA1	3.7348e-06
PIF4	0.0033014
RAP2_10	0.00407327
RAX3	0.0020339
REF6	0.00059456
RAP2_6	0.00132093
RAP2_9	0.00195498
RAP2_11	0.00148326
RAP2_7	0.0114812
RAV1	0.00312418
RVE7L	0.0122832
RAP2_12	0.00201684
RVE8	0.00828419
RIN	0.000404174
RVE4	0.0054669
RAV1_45	0.0145292
RVE1	0.0102633
RVE5	0.00454044
SOC1	0.000518626
RAV2	0.0101614
SEP1	0.02511
SOL1	0.0037451
SGR5	0.000116823
RVE6	0.00558314
SIZF2	0.0893712
SEP3	0.000364374
SPL15	0.0653918
RVE7	0.00858702
SPL3	0.0637218
SPL1	0.0594182
SPL11	0.140605
SPL10	0.0846748
SPL12	0.0723386
SMB	0.00310421
SMZ	0.0110753
SQUAMOSA	0.00344949
SPL4	0.0818639
SRM1	0.0129053
SPL7	0.0546881
SPL13A	0.0984327
SPL5	0.0456442
SPL8	0.0759924
SPL14	0.0579273
TCP15	0.0316859
TCP16	0.0034863
STBRC1	0.0159269
TB1	0.00221361
SPL9	0.0650675
SPT	0.00494171
SVP	0.000835507
TCP1	0.00446495
TCP23	0.00194734
TCP17	0.00222916
TCP24	0.0017677
TCP2	0.0301869
TCP13	0.00259282
TCP19	0.00215398
TCP20	0.0254333
TCP14	0.00580788
TCX2	0.00331426
TCP3	0.00205919
TCX3	0.00224974
TCP5	0.00490508
TCP21	0.00267175
TCP7	0.00465528
TCP4	0.00308998
TGA2	0.0980984
TCP22	0.00420726
TFLG2_ZM00001D042777	0.19612
TGA3	0.0478159
TCX6	0.00347974
TCP8	0.00204141
TGA1	0.00812138
TEM1	0.00634243
TRB1	0.00055264
TCP9	0.00885768
TGA6	0.0314368
TRB2	0.00281603
TGA4	0.0122365
TGA10	0.020217
TGA7	0.0775574
TGA5	0.0662261
TGA1A	0.0159717
TSO1	0.00343768
UNE10	0.0118834
TREE1	0.021747
TRP2	0.000722671
TGA9	0.0273267
TRP5	0.000748709
TRP1	0.00127062
TINY	0.00264272
WRKY15	0.00364556
WRKY17	0.00156072
VIP1	0.0216955
TSAR1	0.0480273
WRKY1	0.00479192
WRKY11	0.00277283
WIN1	0.0026485
TSAR2	0.0672397
WRKY24	0.00300108
WRKY25	0.00297238
WRKY18	0.00330992
WRKY12	0.00334253
WRKY20	0.00273602
WRKY21	0.00304609
WRKY2	0.00384176
WRKY14	0.00309445
WRKY31	0.00378952
WRKY33	0.00236374
WRKY26	0.00183846
WRKY22	0.00284473
WRKY28	0.0030662
WRKY29	0.00264187
WRKY27	0.00241005
WRKY23	0.00291231
WRKY47	0.00345092
WRKY48	0.00341525
WRKY38	0.00325443
WRKY3	0.00299352
WRKY42	0.00403045
WRKY43	0.00311047
WRKY40	0.00555203
WRKY30	0.00390772
WRKY60	0.00274181
WRKY62	0.00338321
WRKY50	0.00296261
WRKY45	0.00165791
WRKY55	0.00348999
WRKY57	0.00314712
WRKY53	0.00384441
WRKY46	0.0014807
WRKY8	0.00217633
WRKY63	0.00455445
YAB4	0.00958032
WRKY7	0.00171288
WRKY59	0.00199162
WRKY70	0.00449372
WRKY65	0.00318771
ZHD6	0.0197451
WRKY6	0.00324201
ZAT10	0.0052263
ZHD9	0.0178716
ZHD1	0.0273008
WRKY71	0.00240703
ZHD10	0.0252686
ZAT6	0.0102491
WRKY75	0.00431855
ZM00001D020595	0.0029135
ZM00001D002364	0.00296529
ZHD3	0.0425391
ZM00001D005892	0.00502139
ZM00001D024324	0.00427744
ZM00001D005692	0.0217727
ZM00001D015407	0.0274502
ZHD5	0.0286181
ZM00001D044785	0.00318339
ZM00001D018571	0.180341
ZM00001D034298	0.00156374
ZM00001D027846	4.73055e-06
ZM00001D049364	0.00534305
ZM00001D031796	0.00190961
ZM00001D035604	0.00629313
ZM00001D020267	0.00469703
ZM00001D038683	0.00340192
ZM00001D052229	0.00301386
ZM00001D044409	0.0169927
